"Desease";"Año";"Resultado";"Mensaje"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2022";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2022 : 16  rows, 5  columns"
"Meningitis Meningocócica";"2009";"Success";"Success Meningitis Meningocócica 2009 : 52  rows, 5  columns"
"Meningitis Meningocócica";"2010";"Success";"Success Meningitis Meningocócica 2010 : 51  rows, 5  columns"
"Meningitis Meningocócica";"2011";"Success";"Success Meningitis Meningocócica 2011 : 85  rows, 5  columns"
"Meningitis Meningocócica";"2012";"Success";"Success Meningitis Meningocócica 2012 : 49  rows, 5  columns"
"Meningitis Meningocócica";"2013";"Success";"Success Meningitis Meningocócica 2013 : 40  rows, 5  columns"
"Meningitis Meningocócica";"2014";"Success";"Success Meningitis Meningocócica 2014 : 50  rows, 5  columns"
"Meningitis Meningocócica";"2015";"Success";"Success Meningitis Meningocócica 2015 : 49  rows, 5  columns"
"Meningitis Meningocócica";"2016";"Success";"Success Meningitis Meningocócica 2016 : 60  rows, 5  columns"
"Meningitis Meningocócica";"2017";"Success";"Success Meningitis Meningocócica 2017 : 60  rows, 5  columns"
"Meningitis Meningocócica";"2018";"Success";"Success Meningitis Meningocócica 2018 : 61  rows, 5  columns"
"Meningitis Meningocócica";"2019";"Success";"Success Meningitis Meningocócica 2019 : 70  rows, 5  columns"
"Meningitis Meningocócica";"2020";"Success";"Success Meningitis Meningocócica 2020 : 33  rows, 5  columns"
"Meningitis Meningocócica";"2021";"Success";"Success Meningitis Meningocócica 2021 : 26  rows, 5  columns"
"Meningitis Meningocócica";"2022";"Success";"Success Meningitis Meningocócica 2022 : 47  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2009";"Success";"Success Meningitis Por Haemophilus Influenzae 2009 : 39  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2010";"Success";"Success Meningitis Por Haemophilus Influenzae 2010 : 44  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2011";"Success";"Success Meningitis Por Haemophilus Influenzae 2011 : 73  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2012";"Success";"Success Meningitis Por Haemophilus Influenzae 2012 : 25  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2013";"Success";"Success Meningitis Por Haemophilus Influenzae 2013 : 27  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2014";"Success";"Success Meningitis Por Haemophilus Influenzae 2014 : 24  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2015";"Success";"Success Meningitis Por Haemophilus Influenzae 2015 : 25  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2016";"Success";"Success Meningitis Por Haemophilus Influenzae 2016 : 29  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2017";"Success";"Success Meningitis Por Haemophilus Influenzae 2017 : 38  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2018";"Success";"Success Meningitis Por Haemophilus Influenzae 2018 : 32  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2019";"Success";"Success Meningitis Por Haemophilus Influenzae 2019 : 35  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2020";"Success";"Success Meningitis Por Haemophilus Influenzae 2020 : 16  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2021";"Success";"Success Meningitis Por Haemophilus Influenzae 2021 : 26  rows, 5  columns"
"Meningitis Por Haemophilus Influenzae";"2022";"Success";"Success Meningitis Por Haemophilus Influenzae 2022 : 42  rows, 5  columns"
"Meningitis Por Neumococo";"2009";"Success";"Success Meningitis Por Neumococo 2009 : 60  rows, 5  columns"
"Meningitis Por Neumococo";"2010";"Success";"Success Meningitis Por Neumococo 2010 : 68  rows, 5  columns"
"Meningitis Por Neumococo";"2011";"Success";"Success Meningitis Por Neumococo 2011 : 85  rows, 5  columns"
"Meningitis Por Neumococo";"2012";"Success";"Success Meningitis Por Neumococo 2012 : 66  rows, 5  columns"
"Meningitis Por Neumococo";"2013";"Success";"Success Meningitis Por Neumococo 2013 : 54  rows, 5  columns"
"Meningitis Por Neumococo";"2014";"Success";"Success Meningitis Por Neumococo 2014 : 76  rows, 5  columns"
"Meningitis Por Neumococo";"2015";"Success";"Success Meningitis Por Neumococo 2015 : 70  rows, 5  columns"
"Meningitis Por Neumococo";"2016";"Success";"Success Meningitis Por Neumococo 2016 : 84  rows, 5  columns"
"Meningitis Por Neumococo";"2017";"Success";"Success Meningitis Por Neumococo 2017 : 86  rows, 5  columns"
"Meningitis Por Neumococo";"2018";"Success";"Success Meningitis Por Neumococo 2018 : 84  rows, 5  columns"
"Meningitis Por Neumococo";"2019";"Success";"Success Meningitis Por Neumococo 2019 : 87  rows, 5  columns"
"Meningitis Por Neumococo";"2020";"Success";"Success Meningitis Por Neumococo 2020 : 45  rows, 5  columns"
"Meningitis Por Neumococo";"2021";"Success";"Success Meningitis Por Neumococo 2021 : 71  rows, 5  columns"
"Meningitis Por Neumococo";"2022";"Success";"Success Meningitis Por Neumococo 2022 : 90  rows, 5  columns"
"Meningitis Tuberculosa";"2009";"Success";"Success Meningitis Tuberculosa 2009 : 70  rows, 5  columns"
"Meningitis Tuberculosa";"2010";"Success";"Success Meningitis Tuberculosa 2010 : 77  rows, 5  columns"
"Meningitis Tuberculosa";"2012";"Success";"Success Meningitis Tuberculosa 2012 : 104  rows, 5  columns"
"Meningitis Tuberculosa";"2013";"Success";"Success Meningitis Tuberculosa 2013 : 104  rows, 5  columns"
"Meningitis Tuberculosa";"2014";"Success";"Success Meningitis Tuberculosa 2014 : 98  rows, 5  columns"
"Meningitis Tuberculosa";"2015";"Success";"Success Meningitis Tuberculosa 2015 : 95  rows, 5  columns"
"Meningitis Tuberculosa";"2016";"Success";"Success Meningitis Tuberculosa 2016 : 100  rows, 5  columns"
"Meningitis Tuberculosa";"2017";"Success";"Success Meningitis Tuberculosa 2017 : 97  rows, 5  columns"
"Meningitis Tuberculosa";"2018";"Success";"Success Meningitis Tuberculosa 2018 : 98  rows, 5  columns"
"Meningitis Tuberculosa";"2019";"Success";"Success Meningitis Tuberculosa 2019 : 101  rows, 5  columns"
"Meningitis Tuberculosa";"2020";"Success";"Success Meningitis Tuberculosa 2020 : 97  rows, 5  columns"
"Meningitis Tuberculosa";"2021";"Success";"Success Meningitis Tuberculosa 2021 : 100  rows, 5  columns"
"Meningitis Tuberculosa";"2022";"Success";"Success Meningitis Tuberculosa 2022 : 99  rows, 5  columns"
"Morbilidad Por Eda";"2013";"Success";"Success Morbilidad Por Eda 2013 : 99  rows, 5  columns"
"Morbilidad Por Eda";"2015";"Success";"Success Morbilidad Por Eda 2015 : 99  rows, 5  columns"
"Morbilidad Por Eda";"2016";"Success";"Success Morbilidad Por Eda 2016 : 99  rows, 5  columns"
"Morbilidad Por Eda";"2017";"Success";"Success Morbilidad Por Eda 2017 : 99  rows, 5  columns"
"Morbilidad Por Eda";"2018";"Success";"Success Morbilidad Por Eda 2018 : 99  rows, 5  columns"
"Morbilidad Por Eda";"2021";"Success";"Success Morbilidad Por Eda 2021 : 99  rows, 5  columns"
"Morbilidad Por Eda";"2022";"Success";"Success Morbilidad Por Eda 2022 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2012";"Success";"Success Morbilidad Por Ira 2012 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2013";"Success";"Success Morbilidad Por Ira 2013 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2014";"Success";"Success Morbilidad Por Ira 2014 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2015";"Success";"Success Morbilidad Por Ira 2015 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2016";"Success";"Success Morbilidad Por Ira 2016 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2017";"Success";"Success Morbilidad Por Ira 2017 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2018";"Success";"Success Morbilidad Por Ira 2018 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2019";"Success";"Success Morbilidad Por Ira 2019 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2020";"Success";"Success Morbilidad Por Ira 2020 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2021";"Success";"Success Morbilidad Por Ira 2021 : 99  rows, 5  columns"
"Morbilidad Por Ira";"2022";"Success";"Success Morbilidad Por Ira 2022 : 99  rows, 5  columns"
"Mortalidad Materna";"2009";"Success";"Success Mortalidad Materna 2009 : 52  rows, 5  columns"
"Mortalidad Materna";"2010";"Success";"Success Mortalidad Materna 2010 : 52  rows, 5  columns"
"Mortalidad Materna";"2011";"Success";"Success Mortalidad Materna 2011 : 52  rows, 5  columns"
"Mortalidad Materna";"2012";"Success";"Success Mortalidad Materna 2012 : 52  rows, 5  columns"
"Mortalidad Materna";"2013";"Success";"Success Mortalidad Materna 2013 : 52  rows, 5  columns"
"Mortalidad Materna";"2014";"Success";"Success Mortalidad Materna 2014 : 53  rows, 5  columns"
"Mortalidad Materna";"2015";"Success";"Success Mortalidad Materna 2015 : 52  rows, 5  columns"
"Mortalidad Materna";"2016";"Success";"Success Mortalidad Materna 2016 : 52  rows, 5  columns"
"Mortalidad Materna";"2017";"Success";"Success Mortalidad Materna 2017 : 52  rows, 5  columns"
"Mortalidad Materna";"2018";"Success";"Success Mortalidad Materna 2018 : 52  rows, 5  columns"
"Mortalidad Materna";"2019";"Success";"Success Mortalidad Materna 2019 : 52  rows, 5  columns"
"Mortalidad Materna";"2020";"Success";"Success Mortalidad Materna 2020 : 53  rows, 5  columns"
"Mortalidad Materna";"2021";"Success";"Success Mortalidad Materna 2021 : 52  rows, 5  columns"
"Mortalidad Materna";"2022";"Success";"Success Mortalidad Materna 2022 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2007";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2007 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2009";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2009 : 155  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2010";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2010 : 133  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2011";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2011 : 119  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2012";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2012 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2013";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2013 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2014";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2014 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2015";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2015 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2016";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2016 : 53  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2017";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2017 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2018";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2018 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2019";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2019 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2020";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2020 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2021";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2021 : 52  rows, 5  columns"
"Mortalidad Perinatal Y Neonatal Tardía";"2022";"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2022 : 52  rows, 5  columns"
"Mortalidad Por Dengue";"2009";"Success";"Success Mortalidad Por Dengue 2009 : 38  rows, 5  columns"
"Mortalidad Por Dengue";"2010";"Success";"Success Mortalidad Por Dengue 2010 : 97  rows, 5  columns"
"Mortalidad Por Dengue";"2011";"Success";"Success Mortalidad Por Dengue 2011 : 26  rows, 5  columns"
"Mortalidad Por Dengue";"2012";"Success";"Success Mortalidad Por Dengue 2012 : 57  rows, 5  columns"
"Mortalidad Por Dengue";"2013";"Success";"Success Mortalidad Por Dengue 2013 : 84  rows, 5  columns"
"Mortalidad Por Dengue";"2014";"Success";"Success Mortalidad Por Dengue 2014 : 86  rows, 5  columns"
"Mortalidad Por Dengue";"2015";"Success";"Success Mortalidad Por Dengue 2015 : 78  rows, 5  columns"
"Mortalidad Por Dengue";"2016";"Success";"Success Mortalidad Por Dengue 2016 : 62  rows, 5  columns"
"Mortalidad Por Dengue";"2017";"Success";"Success Mortalidad Por Dengue 2017 : 19  rows, 5  columns"
"Mortalidad Por Dengue";"2018";"Success";"Success Mortalidad Por Dengue 2018 : 46  rows, 5  columns"
"Mortalidad Por Dengue";"2019";"Success";"Success Mortalidad Por Dengue 2019 : 72  rows, 5  columns"
"Mortalidad Por Dengue";"2020";"Success";"Success Mortalidad Por Dengue 2020 : 51  rows, 5  columns"
"Mortalidad Por Dengue";"2021";"Success";"Success Mortalidad Por Dengue 2021 : 51  rows, 5  columns"
"Mortalidad Por Dengue";"2022";"Success";"Success Mortalidad Por Dengue 2022 : 55  rows, 5  columns"
"Mortalidad Por Desnutrición";"2013";"Success";"Success Mortalidad Por Desnutrición 2013 : 82  rows, 5  columns"
"Mortalidad Por Desnutrición";"2014";"Success";"Success Mortalidad Por Desnutrición 2014 : 101  rows, 5  columns"
"Mortalidad Por Desnutrición";"2015";"Success";"Success Mortalidad Por Desnutrición 2015 : 94  rows, 5  columns"
"Mortalidad Por Desnutrición";"2016";"Success";"Success Mortalidad Por Desnutrición 2016 : 97  rows, 5  columns"
"Mortalidad Por Desnutrición";"2017";"Success";"Success Mortalidad Por Desnutrición 2017 : 90  rows, 5  columns"
"Mortalidad Por Desnutrición";"2018";"Success";"Success Mortalidad Por Desnutrición 2018 : 96  rows, 5  columns"
"Mortalidad Por Desnutrición";"2019";"Success";"Success Mortalidad Por Desnutrición 2019 : 95  rows, 5  columns"
"Mortalidad Por Desnutrición";"2020";"Success";"Success Mortalidad Por Desnutrición 2020 : 79  rows, 5  columns"
"Mortalidad Por Desnutrición";"2021";"Success";"Success Mortalidad Por Desnutrición 2021 : 92  rows, 5  columns"
"Mortalidad Por Desnutrición";"2022";"Success";"Success Mortalidad Por Desnutrición 2022 : 99  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2009";"Success";"Success Mortalidad Por Eda 0-4 Años 2009 : 81  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2010";"Success";"Success Mortalidad Por Eda 0-4 Años 2010 : 78  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2011";"Success";"Success Mortalidad Por Eda 0-4 Años 2011 : 78  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2012";"Success";"Success Mortalidad Por Eda 0-4 Años 2012 : 63  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2013";"Success";"Success Mortalidad Por Eda 0-4 Años 2013 : 70  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2014";"Success";"Success Mortalidad Por Eda 0-4 Años 2014 : 82  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2015";"Success";"Success Mortalidad Por Eda 0-4 Años 2015 : 68  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2016";"Success";"Success Mortalidad Por Eda 0-4 Años 2016 : 73  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2017";"Success";"Success Mortalidad Por Eda 0-4 Años 2017 : 74  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2018";"Success";"Success Mortalidad Por Eda 0-4 Años 2018 : 80  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2019";"Success";"Success Mortalidad Por Eda 0-4 Años 2019 : 84  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2020";"Success";"Success Mortalidad Por Eda 0-4 Años 2020 : 71  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2021";"Success";"Success Mortalidad Por Eda 0-4 Años 2021 : 64  rows, 5  columns"
"Mortalidad Por Eda 0-4 Años";"2022";"Success";"Success Mortalidad Por Eda 0-4 Años 2022 : 61  rows, 5  columns"
"Mortalidad Por Ira";"2009";"Success";"Success Mortalidad Por Ira 2009 : 101  rows, 5  columns"
"Mortalidad Por Ira";"2010";"Success";"Success Mortalidad Por Ira 2010 : 94  rows, 5  columns"
"Mortalidad Por Ira";"2011";"Success";"Success Mortalidad Por Ira 2011 : 100  rows, 5  columns"
"Mortalidad Por Ira";"2012";"Success";"Success Mortalidad Por Ira 2012 : 103  rows, 5  columns"
"Mortalidad Por Ira";"2013";"Success";"Success Mortalidad Por Ira 2013 : 103  rows, 5  columns"
"Mortalidad Por Ira";"2014";"Success";"Success Mortalidad Por Ira 2014 : 104  rows, 5  columns"
"Mortalidad Por Ira";"2015";"Success";"Success Mortalidad Por Ira 2015 : 103  rows, 5  columns"
"Mortalidad Por Ira";"2016";"Success";"Success Mortalidad Por Ira 2016 : 101  rows, 5  columns"
"Mortalidad Por Ira";"2017";"Success";"Success Mortalidad Por Ira 2017 : 103  rows, 5  columns"
"Mortalidad Por Ira";"2018";"Success";"Success Mortalidad Por Ira 2018 : 104  rows, 5  columns"
"Mortalidad Por Ira";"2019";"Success";"Success Mortalidad Por Ira 2019 : 103  rows, 5  columns"
"Mortalidad Por Ira";"2020";"Success";"Success Mortalidad Por Ira 2020 : 89  rows, 5  columns"
"Mortalidad Por Ira";"2021";"Success";"Success Mortalidad Por Ira 2021 : 98  rows, 5  columns"
"Mortalidad Por Ira";"2022";"Success";"Success Mortalidad Por Ira 2022 : 103  rows, 5  columns"
"Parotiditis";"2009";"Success";"Success Parotiditis 2009 : 104  rows, 5  columns"
"Parotiditis";"2010";"Success";"Success Parotiditis 2010 : 104  rows, 5  columns"
"Parotiditis";"2011";"Success";"Success Parotiditis 2011 : 104  rows, 5  columns"
"Parotiditis";"2012";"Success";"Success Parotiditis 2012 : 104  rows, 5  columns"
"Parotiditis";"2013";"Success";"Success Parotiditis 2013 : 104  rows, 5  columns"
"Parotiditis";"2014";"Success";"Success Parotiditis 2014 : 106  rows, 5  columns"
"Parotiditis";"2015";"Success";"Success Parotiditis 2015 : 104  rows, 5  columns"
"Parotiditis";"2016";"Success";"Success Parotiditis 2016 : 104  rows, 5  columns"
"Parotiditis";"2017";"Success";"Success Parotiditis 2017 : 104  rows, 5  columns"
"Parotiditis";"2018";"Success";"Success Parotiditis 2018 : 104  rows, 5  columns"
"Parotiditis";"2019";"Success";"Success Parotiditis 2019 : 104  rows, 5  columns"
"Parotiditis";"2020";"Success";"Success Parotiditis 2020 : 104  rows, 5  columns"
"Parotiditis";"2021";"Success";"Success Parotiditis 2021 : 104  rows, 5  columns"
"Parotiditis";"2022";"Success";"Success Parotiditis 2022 : 104  rows, 5  columns"
"Rabia Humana";"2009";"Success";"Success Rabia Humana 2009 : 2  rows, 5  columns"
"Rabia Humana";"2010";"Success";"Success Rabia Humana 2010 : 3  rows, 5  columns"
"Rabia Humana";"2012";"Success";"Success Rabia Humana 2012 : 1  rows, 5  columns"
"Rabia Humana";"2015";"Success";"Success Rabia Humana 2015 : 1  rows, 5  columns"
"Rabia Humana";"2016";"Success";"Success Rabia Humana 2016 : 1  rows, 5  columns"
"Rabia Humana";"2017";"Success";"Success Rabia Humana 2017 : 1  rows, 5  columns"
"Rabia Humana";"2020";"Success";"Success Rabia Humana 2020 : 1  rows, 5  columns"
"Sarampión";"2011";"Success";"Success Sarampión 2011 : 6  rows, 5  columns"
"Sarampión";"2012";"Success";"Success Sarampión 2012 : 1  rows, 5  columns"
"Sarampión";"2013";"Success";"Success Sarampión 2013 : 1  rows, 5  columns"
"Sarampión";"2015";"Success";"Success Sarampión 2015 : 1  rows, 5  columns"
"Sarampión";"2018";"Success";"Success Sarampión 2018 : 69  rows, 5  columns"
"Sarampión";"2019";"Success";"Success Sarampión 2019 : 85  rows, 5  columns"
"Sarampión";"2020";"Success";"Success Sarampión 2020 : 1  rows, 5  columns"
"Tétanos Accidental";"2009";"Success";"Success Tétanos Accidental 2009 : 1  rows, 5  columns"
"Tétanos Accidental";"2010";"Success";"Success Tétanos Accidental 2010 : 1  rows, 5  columns"
"Tétanos Accidental";"2011";"Success";"Success Tétanos Accidental 2011 : 1  rows, 5  columns"
"Tétanos Accidental";"2012";"Success";"Success Tétanos Accidental 2012 : 33  rows, 5  columns"
"Tétanos Accidental";"2013";"Success";"Success Tétanos Accidental 2013 : 24  rows, 5  columns"
"Tétanos Accidental";"2014";"Success";"Success Tétanos Accidental 2014 : 44  rows, 5  columns"
"Tétanos Accidental";"2015";"Success";"Success Tétanos Accidental 2015 : 36  rows, 5  columns"
"Tétanos Accidental";"2016";"Success";"Success Tétanos Accidental 2016 : 32  rows, 5  columns"
"Tétanos Accidental";"2017";"Success";"Success Tétanos Accidental 2017 : 28  rows, 5  columns"
"Tétanos Accidental";"2018";"Success";"Success Tétanos Accidental 2018 : 32  rows, 5  columns"
"Tétanos Accidental";"2019";"Success";"Success Tétanos Accidental 2019 : 31  rows, 5  columns"
"Tétanos Accidental";"2020";"Success";"Success Tétanos Accidental 2020 : 21  rows, 5  columns"
"Tétanos Accidental";"2021";"Success";"Success Tétanos Accidental 2021 : 28  rows, 5  columns"
"Tétanos Accidental";"2022";"Success";"Success Tétanos Accidental 2022 : 24  rows, 5  columns"
"Tétanos Neonatal";"2009";"Success";"Success Tétanos Neonatal 2009 : 1  rows, 5  columns"
"Tétanos Neonatal";"2010";"Success";"Success Tétanos Neonatal 2010 : 1  rows, 5  columns"
"Tétanos Neonatal";"2012";"Success";"Success Tétanos Neonatal 2012 : 2  rows, 5  columns"
"Tétanos Neonatal";"2014";"Success";"Success Tétanos Neonatal 2014 : 2  rows, 5  columns"
"Tétanos Neonatal";"2015";"Success";"Success Tétanos Neonatal 2015 : 2  rows, 5  columns"
"Tétanos Neonatal";"2016";"Success";"Success Tétanos Neonatal 2016 : 4  rows, 5  columns"
"Tétanos Neonatal";"2017";"Success";"Success Tétanos Neonatal 2017 : 2  rows, 5  columns"
"Tétanos Neonatal";"2018";"Success";"Success Tétanos Neonatal 2018 : 5  rows, 5  columns"
"Tétanos Neonatal";"2019";"Success";"Success Tétanos Neonatal 2019 : 2  rows, 5  columns"
"Tétanos Neonatal";"2020";"Success";"Success Tétanos Neonatal 2020 : 2  rows, 5  columns"
"Tétanos Neonatal";"2021";"Success";"Success Tétanos Neonatal 2021 : 1  rows, 5  columns"
"Tétanos Neonatal";"2022";"Success";"Success Tétanos Neonatal 2022 : 3  rows, 5  columns"
"Tos Ferina";"2009";"Success";"Success Tos Ferina 2009 : 100  rows, 5  columns"
"Tos Ferina";"2010";"Success";"Success Tos Ferina 2010 : 100  rows, 5  columns"
"Tos Ferina";"2011";"Success";"Success Tos Ferina 2011 : 105  rows, 5  columns"
"Tos Ferina";"2012";"Success";"Success Tos Ferina 2012 : 105  rows, 5  columns"
"Tos Ferina";"2013";"Success";"Success Tos Ferina 2013 : 102  rows, 5  columns"
"Tos Ferina";"2014";"Success";"Success Tos Ferina 2014 : 105  rows, 5  columns"
"Tos Ferina";"2015";"Success";"Success Tos Ferina 2015 : 103  rows, 5  columns"
"Tos Ferina";"2016";"Success";"Success Tos Ferina 2016 : 102  rows, 5  columns"
"Tos Ferina";"2017";"Success";"Success Tos Ferina 2017 : 98  rows, 5  columns"
"Tos Ferina";"2018";"Success";"Success Tos Ferina 2018 : 99  rows, 5  columns"
"Tos Ferina";"2019";"Success";"Success Tos Ferina 2019 : 104  rows, 5  columns"
"Tos Ferina";"2020";"Success";"Success Tos Ferina 2020 : 35  rows, 5  columns"
"Tos Ferina";"2021";"Success";"Success Tos Ferina 2021 : 48  rows, 5  columns"
"Tos Ferina";"2022";"Success";"Success Tos Ferina 2022 : 56  rows, 5  columns"
"Tracoma";"2017";"Success";"Success Tracoma 2017 : 5  rows, 5  columns"
"Tracoma";"2018";"Success";"Success Tracoma 2018 : 2  rows, 5  columns"
"Tracoma";"2019";"Success";"Success Tracoma 2019 : 4  rows, 5  columns"
"Tracoma";"2022";"Success";"Success Tracoma 2022 : 4  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2009";"Success";"Success Tuberculosis Extra Pulmonar 2009 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2010";"Success";"Success Tuberculosis Extra Pulmonar 2010 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2011";"Success";"Success Tuberculosis Extra Pulmonar 2011 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2012";"Success";"Success Tuberculosis Extra Pulmonar 2012 : 105  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2013";"Success";"Success Tuberculosis Extra Pulmonar 2013 : 105  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2014";"Success";"Success Tuberculosis Extra Pulmonar 2014 : 106  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2015";"Success";"Success Tuberculosis Extra Pulmonar 2015 : 103  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2016";"Success";"Success Tuberculosis Extra Pulmonar 2016 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2017";"Success";"Success Tuberculosis Extra Pulmonar 2017 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2018";"Success";"Success Tuberculosis Extra Pulmonar 2018 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2019";"Success";"Success Tuberculosis Extra Pulmonar 2019 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2020";"Success";"Success Tuberculosis Extra Pulmonar 2020 : 105  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2021";"Success";"Success Tuberculosis Extra Pulmonar 2021 : 104  rows, 5  columns"
"Tuberculosis Extra Pulmonar";"2022";"Success";"Success Tuberculosis Extra Pulmonar 2022 : 104  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2012";"Success";"Success Tuberculosis Farmacorresistente 2012 : 77  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2013";"Success";"Success Tuberculosis Farmacorresistente 2013 : 72  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2014";"Success";"Success Tuberculosis Farmacorresistente 2014 : 78  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2015";"Success";"Success Tuberculosis Farmacorresistente 2015 : 89  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2016";"Success";"Success Tuberculosis Farmacorresistente 2016 : 86  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2017";"Success";"Success Tuberculosis Farmacorresistente 2017 : 86  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2018";"Success";"Success Tuberculosis Farmacorresistente 2018 : 82  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2019";"Success";"Success Tuberculosis Farmacorresistente 2019 : 88  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2020";"Success";"Success Tuberculosis Farmacorresistente 2020 : 81  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2021";"Success";"Success Tuberculosis Farmacorresistente 2021 : 80  rows, 5  columns"
"Tuberculosis Farmacorresistente";"2022";"Success";"Success Tuberculosis Farmacorresistente 2022 : 97  rows, 5  columns"
"Tuberculosis Pulmonar";"2010";"Success";"Success Tuberculosis Pulmonar 2010 : 104  rows, 5  columns"
