"Desease";"Año";"Resultado";"Mensaje"
"Mortalidad Por Ira";2013;"Success";"Success Mortalidad Por Ira 2013 : 408  rows, 4  columns"
"Mortalidad Por Ira";2014;"Success";"Success Mortalidad Por Ira 2014 : 428  rows, 4  columns"
"Mortalidad Por Ira";2015;"Success";"Success Mortalidad Por Ira 2015 : 464  rows, 4  columns"
"Mortalidad Por Ira";2016;"Success";"Success Mortalidad Por Ira 2016 : 481  rows, 4  columns"
"Mortalidad Por Ira";2017;"Success";"Success Mortalidad Por Ira 2017 : 393  rows, 4  columns"
"Mortalidad Por Ira";2018;"Success";"Success Mortalidad Por Ira 2018 : 445  rows, 4  columns"
"Mortalidad Por Ira";2019;"Success";"Success Mortalidad Por Ira 2019 : 413  rows, 4  columns"
"Mortalidad Por Ira";2020;"Success";"Success Mortalidad Por Ira 2020 : 226  rows, 4  columns"
"Mortalidad Por Ira";2021;"Success";"Success Mortalidad Por Ira 2021 : 262  rows, 4  columns"
"Mortalidad Por Ira";2022;"Success";"Success Mortalidad Por Ira 2022 : 369  rows, 4  columns"
"Parotiditis";2009;"Success";"Success Parotiditis 2009 : 558  rows, 4  columns"
"Parotiditis";2010;"Success";"Success Parotiditis 2010 : 365  rows, 4  columns"
"Parotiditis";2011;"Success";"Success Parotiditis 2011 : 364  rows, 4  columns"
"Parotiditis";2012;"Success";"Success Parotiditis 2012 : 366  rows, 4  columns"
"Parotiditis";2013;"Success";"Success Parotiditis 2013 : 456  rows, 4  columns"
"Parotiditis";2014;"Success";"Success Parotiditis 2014 : 391  rows, 4  columns"
"Parotiditis";2015;"Success";"Success Parotiditis 2015 : 383  rows, 4  columns"
"Parotiditis";2016;"Success";"Success Parotiditis 2016 : 385  rows, 4  columns"
"Parotiditis";2017;"Success";"Success Parotiditis 2017 : 363  rows, 4  columns"
"Parotiditis";2018;"Success";"Success Parotiditis 2018 : 365  rows, 4  columns"
"Parotiditis";2019;"Success";"Success Parotiditis 2019 : 369  rows, 4  columns"
"Parotiditis";2020;"Success";"Success Parotiditis 2020 : 381  rows, 4  columns"
"Parotiditis";2021;"Success";"Success Parotiditis 2021 : 365  rows, 4  columns"
"Parotiditis";2022;"Success";"Success Parotiditis 2022 : 1569  rows, 4  columns"
"Rabia Humana";2009;"Success";"Success Rabia Humana 2009 : 2  rows, 4  columns"
"Rabia Humana";2010;"Success";"Success Rabia Humana 2010 : 3  rows, 4  columns"
"Rabia Humana";2012;"Success";"Success Rabia Humana 2012 : 1  rows, 4  columns"
"Rabia Humana";2015;"Success";"Success Rabia Humana 2015 : 1  rows, 4  columns"
"Rabia Humana";2016;"Success";"Success Rabia Humana 2016 : 1  rows, 4  columns"
"Rabia Humana";2017;"Success";"Success Rabia Humana 2017 : 1  rows, 4  columns"
"Rabia Humana";2020;"Success";"Success Rabia Humana 2020 : 1  rows, 4  columns"
"Sarampión";2011;"Success";"Success Sarampión 2011 : 6  rows, 4  columns"
"Sarampión";2012;"Success";"Success Sarampión 2012 : 1  rows, 4  columns"
"Sarampión";2013;"Success";"Success Sarampión 2013 : 1  rows, 4  columns"
"Sarampión";2015;"Success";"Success Sarampión 2015 : 1  rows, 4  columns"
"Sarampión";2018;"Success";"Success Sarampión 2018 : 151  rows, 4  columns"
"Sarampión";2019;"Success";"Success Sarampión 2019 : 184  rows, 4  columns"
"Sarampión";2020;"Success";"Success Sarampión 2020 : 1  rows, 4  columns"
"Tétanos Accidental";2009;"Success";"Success Tétanos Accidental 2009 : 1  rows, 4  columns"
"Tétanos Accidental";2010;"Success";"Success Tétanos Accidental 2010 : 1  rows, 4  columns"
"Tétanos Accidental";2011;"Success";"Success Tétanos Accidental 2011 : 1  rows, 4  columns"
"Tétanos Accidental";2012;"Success";"Success Tétanos Accidental 2012 : 46  rows, 4  columns"
"Tétanos Accidental";2013;"Success";"Success Tétanos Accidental 2013 : 27  rows, 4  columns"
"Tétanos Accidental";2014;"Success";"Success Tétanos Accidental 2014 : 55  rows, 4  columns"
"Tétanos Accidental";2015;"Success";"Success Tétanos Accidental 2015 : 46  rows, 4  columns"
"Tétanos Accidental";2016;"Success";"Success Tétanos Accidental 2016 : 41  rows, 4  columns"
"Tétanos Accidental";2017;"Success";"Success Tétanos Accidental 2017 : 33  rows, 4  columns"
"Tétanos Accidental";2018;"Success";"Success Tétanos Accidental 2018 : 38  rows, 4  columns"
"Tétanos Accidental";2019;"Success";"Success Tétanos Accidental 2019 : 31  rows, 4  columns"
"Tétanos Accidental";2020;"Success";"Success Tétanos Accidental 2020 : 22  rows, 4  columns"
"Tétanos Accidental";2021;"Success";"Success Tétanos Accidental 2021 : 32  rows, 4  columns"
"Tétanos Accidental";2022;"Success";"Success Tétanos Accidental 2022 : 30  rows, 4  columns"
"Tétanos Neonatal";2009;"Success";"Success Tétanos Neonatal 2009 : 1  rows, 4  columns"
"Tétanos Neonatal";2010;"Success";"Success Tétanos Neonatal 2010 : 1  rows, 4  columns"
"Tétanos Neonatal";2012;"Success";"Success Tétanos Neonatal 2012 : 2  rows, 4  columns"
"Tétanos Neonatal";2014;"Success";"Success Tétanos Neonatal 2014 : 2  rows, 4  columns"
"Tétanos Neonatal";2015;"Success";"Success Tétanos Neonatal 2015 : 2  rows, 4  columns"
"Tétanos Neonatal";2016;"Success";"Success Tétanos Neonatal 2016 : 4  rows, 4  columns"
"Tétanos Neonatal";2017;"Success";"Success Tétanos Neonatal 2017 : 2  rows, 4  columns"
"Tétanos Neonatal";2018;"Success";"Success Tétanos Neonatal 2018 : 5  rows, 4  columns"
"Tétanos Neonatal";2019;"Success";"Success Tétanos Neonatal 2019 : 2  rows, 4  columns"
"Tétanos Neonatal";2020;"Success";"Success Tétanos Neonatal 2020 : 2  rows, 4  columns"
"Tétanos Neonatal";2021;"Success";"Success Tétanos Neonatal 2021 : 2  rows, 4  columns"
"Tétanos Neonatal";2022;"Success";"Success Tétanos Neonatal 2022 : 3  rows, 4  columns"
"Tos Ferina";2009;"Success";"Success Tos Ferina 2009 : 237  rows, 4  columns"
"Tos Ferina";2010;"Success";"Success Tos Ferina 2010 : 240  rows, 4  columns"
"Tos Ferina";2011;"Success";"Success Tos Ferina 2011 : 365  rows, 4  columns"
"Tos Ferina";2012;"Success";"Success Tos Ferina 2012 : 363  rows, 4  columns"
"Tos Ferina";2013;"Success";"Success Tos Ferina 2013 : 341  rows, 4  columns"
"Tos Ferina";2014;"Success";"Success Tos Ferina 2014 : 300  rows, 4  columns"
"Tos Ferina";2015;"Success";"Success Tos Ferina 2015 : 323  rows, 4  columns"
"Tos Ferina";2016;"Success";"Success Tos Ferina 2016 : 266  rows, 4  columns"
"Tos Ferina";2017;"Success";"Success Tos Ferina 2017 : 220  rows, 4  columns"
"Tos Ferina";2018;"Success";"Success Tos Ferina 2018 : 244  rows, 4  columns"
"Tos Ferina";2019;"Success";"Success Tos Ferina 2019 : 234  rows, 4  columns"
"Tos Ferina";2020;"Success";"Success Tos Ferina 2020 : 46  rows, 4  columns"
"Tos Ferina";2021;"Success";"Success Tos Ferina 2021 : 57  rows, 4  columns"
"Tos Ferina";2022;"Success";"Success Tos Ferina 2022 : 72  rows, 4  columns"
"Tracoma";2017;"Success";"Success Tracoma 2017 : 4  rows, 4  columns"
"Tracoma";2018;"Success";"Success Tracoma 2018 : 3  rows, 4  columns"
"Tracoma";2019;"Success";"Success Tracoma 2019 : 3  rows, 4  columns"
"Tracoma";2022;"Success";"Success Tracoma 2022 : 4  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2009;"Success";"Success Tuberculosis Extra Pulmonar 2009 : 442  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2010;"Success";"Success Tuberculosis Extra Pulmonar 2010 : 433  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2011;"Success";"Success Tuberculosis Extra Pulmonar 2011 : 463  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2012;"Success";"Success Tuberculosis Extra Pulmonar 2012 : 1245  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2013;"Success";"Success Tuberculosis Extra Pulmonar 2013 : 1066  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2014;"Success";"Success Tuberculosis Extra Pulmonar 2014 : 1234  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2015;"Success";"Success Tuberculosis Extra Pulmonar 2015 : 1196  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2016;"Success";"Success Tuberculosis Extra Pulmonar 2016 : 1155  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2017;"Success";"Success Tuberculosis Extra Pulmonar 2017 : 1186  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2018;"Success";"Success Tuberculosis Extra Pulmonar 2018 : 1190  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2019;"Success";"Success Tuberculosis Extra Pulmonar 2019 : 1249  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2020;"Success";"Success Tuberculosis Extra Pulmonar 2020 : 1008  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2021;"Success";"Success Tuberculosis Extra Pulmonar 2021 : 1143  rows, 4  columns"
"Tuberculosis Extra Pulmonar";2022;"Success";"Success Tuberculosis Extra Pulmonar 2022 : 1235  rows, 4  columns"
"Tuberculosis Farmacorresistente";2012;"Success";"Success Tuberculosis Farmacorresistente 2012 : 140  rows, 4  columns"
"Tuberculosis Farmacorresistente";2013;"Success";"Success Tuberculosis Farmacorresistente 2013 : 136  rows, 4  columns"
"Tuberculosis Farmacorresistente";2014;"Success";"Success Tuberculosis Farmacorresistente 2014 : 177  rows, 4  columns"
"Tuberculosis Farmacorresistente";2015;"Success";"Success Tuberculosis Farmacorresistente 2015 : 236  rows, 4  columns"
"Tuberculosis Farmacorresistente";2016;"Success";"Success Tuberculosis Farmacorresistente 2016 : 253  rows, 4  columns"
"Tuberculosis Farmacorresistente";2017;"Success";"Success Tuberculosis Farmacorresistente 2017 : 244  rows, 4  columns"
"Tuberculosis Farmacorresistente";2018;"Success";"Success Tuberculosis Farmacorresistente 2018 : 226  rows, 4  columns"
"Tuberculosis Farmacorresistente";2019;"Success";"Success Tuberculosis Farmacorresistente 2019 : 229  rows, 4  columns"
"Tuberculosis Farmacorresistente";2020;"Success";"Success Tuberculosis Farmacorresistente 2020 : 184  rows, 4  columns"
"Tuberculosis Farmacorresistente";2021;"Success";"Success Tuberculosis Farmacorresistente 2021 : 253  rows, 4  columns"
"Tuberculosis Farmacorresistente";2022;"Success";"Success Tuberculosis Farmacorresistente 2022 : 345  rows, 4  columns"
"Tuberculosis Pulmonar";2010;"Success";"Success Tuberculosis Pulmonar 2010 : 646  rows, 4  columns"
"Tuberculosis Pulmonar";2011;"Success";"Success Tuberculosis Pulmonar 2011 : 721  rows, 4  columns"
"Tuberculosis Pulmonar";2012;"Success";"Success Tuberculosis Pulmonar 2012 : 3689  rows, 4  columns"
"Tuberculosis Pulmonar";2013;"Success";"Success Tuberculosis Pulmonar 2013 : 3133  rows, 4  columns"
"Tuberculosis Pulmonar";2014;"Success";"Success Tuberculosis Pulmonar 2014 : 3273  rows, 4  columns"
"Tuberculosis Pulmonar";2015;"Success";"Success Tuberculosis Pulmonar 2015 : 3328  rows, 4  columns"
"Tuberculosis Pulmonar";2016;"Success";"Success Tuberculosis Pulmonar 2016 : 3479  rows, 4  columns"
"Tuberculosis Pulmonar";2017;"Success";"Success Tuberculosis Pulmonar 2017 : 3595  rows, 4  columns"
"Tuberculosis Pulmonar";2018;"Success";"Success Tuberculosis Pulmonar 2018 : 3528  rows, 4  columns"
"Tuberculosis Pulmonar";2019;"Success";"Success Tuberculosis Pulmonar 2019 : 3606  rows, 4  columns"
"Tuberculosis Pulmonar";2020;"Success";"Success Tuberculosis Pulmonar 2020 : 3054  rows, 4  columns"
"Tuberculosis Pulmonar";2021;"Success";"Success Tuberculosis Pulmonar 2021 : 3548  rows, 4  columns"
"Tuberculosis Pulmonar";2022;"Success";"Success Tuberculosis Pulmonar 2022 : 3921  rows, 4  columns"
"Varicela Individual";2011;"Success";"Success Varicela Individual 2011 : 372  rows, 4  columns"
"Varicela Individual";2012;"Success";"Success Varicela Individual 2012 : 367  rows, 4  columns"
"Varicela Individual";2013;"Success";"Success Varicela Individual 2013 : 302  rows, 4  columns"
"Varicela Individual";2014;"Success";"Success Varicela Individual 2014 : 583  rows, 4  columns"
"Varicela Individual";2015;"Success";"Success Varicela Individual 2015 : 382  rows, 4  columns"
"Varicela Individual";2016;"Success";"Success Varicela Individual 2016 : 374  rows, 4  columns"
"Varicela Individual";2017;"Success";"Success Varicela Individual 2017 : 369  rows, 4  columns"
"Varicela Individual";2018;"Success";"Success Varicela Individual 2018 : 516  rows, 4  columns"
"Varicela Individual";2019;"Success";"Success Varicela Individual 2019 : 485  rows, 4  columns"
"Varicela Individual";2020;"Success";"Success Varicela Individual 2020 : 399  rows, 4  columns"
"Varicela Individual";2021;"Success";"Success Varicela Individual 2021 : 394  rows, 4  columns"
"Varicela Individual";2022;"Success";"Success Varicela Individual 2022 : 363  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2012;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2012 : 4107  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2013;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2013 : 3514  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2014;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2014 : 1041  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2015;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2015 : 3047  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2016;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2016 : 4658  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2017;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2017 : 3670  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2018;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2018 : 3890  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2019;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2019 : 4579  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2020;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2020 : 4161  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2021;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2021 : 4185  rows, 4  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";2022;"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2022 : 4968  rows, 4  columns"
