"Desease";"Año";"Dpto";"Mpio";"Resultado";"Mensaje"
"Intoxicación Por Otras Sustancias Químicas";"2014";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2014";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2014";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2014";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2014";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2014";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2014";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2015";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2015";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2015";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2015";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2015";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2015";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2016";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2016";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2016";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2016";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2016";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2016";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2017";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2017";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2017";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2017";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2017";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2017";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2018";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2018";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2018";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2018";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2018";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2018";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2019";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2019";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2019";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2019";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2019";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2019";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2020";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2020";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2020";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2020";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2020";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
